doc_id,success,processing_time,error_message,device_used,confidence_score,wer,cer,word_accuracy,char_accuracy
82504862,True,4.649551153182983,,cpu,0.785777955117677,0.9365079365079365,0.7342342342342343,0.06349206349206349,0.2657657657657657
82200067_0069,True,4.860795736312866,,cpu,0.5613376583158592,0.7724550898203593,0.6071856287425149,0.22754491017964074,0.3928143712574851
01122115,True,6.7918477058410645,,cpu,0.8284446895559358,0.8936170212765957,0.6788055353241078,0.1063829787234043,0.3211944646758922
11875011,True,5.4679272174835205,,cpu,0.7976446441383204,0.288135593220339,0.1875532821824382,0.711864406779661,0.8124467178175618
0012529284,True,5.846848011016846,,cpu,0.826210307952773,0.8807339449541285,0.6672340425531915,0.11926605504587151,0.3327659574468085
0000990274,True,4.7909886837005615,,cpu,0.582526145686497,0.7878787878787878,0.48265895953757226,0.21212121212121215,0.5173410404624277
86236474_6476,True,4.599420070648193,,cpu,0.7903700052763706,0.3559322033898305,0.11601513240857503,0.6440677966101696,0.883984867591425
91391310,True,4.690894365310669,,cpu,0.8209609566947755,0.6590909090909091,0.4315286624203822,0.34090909090909094,0.5684713375796178
82250337_0338,True,5.500364542007446,,cpu,0.6219626265882096,0.7429906542056075,0.29429429429429427,0.2570093457943925,0.7057057057057057
0060068489,True,6.924282550811768,,cpu,0.6126060042458561,0.8533333333333334,0.613013698630137,0.1466666666666666,0.386986301369863
92094751,True,5.761472702026367,,cpu,0.6215782246143235,0.865979381443299,0.5841242450388265,0.134020618556701,0.41587575496117346
0060173256,True,4.051527738571167,,cpu,0.6826305179384935,0.9354838709677419,0.7597254004576659,0.06451612903225812,0.2402745995423341
0001239897,True,5.786652088165283,,cpu,0.2233653395645492,0.9624060150375939,0.7690355329949239,0.03759398496240607,0.2309644670050761
71206427,True,4.331935405731201,,cpu,0.7307673201502328,0.7049180327868853,0.4061855670103093,0.29508196721311475,0.5938144329896907
00837285,True,8.511834859848022,,cpu,0.5906163368520921,0.7668161434977578,0.5039164490861618,0.23318385650224216,0.49608355091383816
89386032,True,4.671924114227295,,cpu,0.7975441905333642,0.6956521739130435,0.37888198757763975,0.30434782608695654,0.6211180124223603
86244113,True,4.2367188930511475,,cpu,0.7562804816199291,0.475,0.30991735537190085,0.525,0.6900826446280992
716552,True,6.403068780899048,,cpu,0.5419357800867466,0.8082191780821918,0.5348297213622291,0.1917808219178082,0.46517027863777094
86079776_9777,True,5.626660346984863,,cpu,0.5265778449772772,0.7666666666666667,0.551487414187643,0.23333333333333328,0.448512585812357
91903177,True,4.417351245880127,,cpu,0.7480283996461369,0.6037735849056604,0.3424657534246575,0.39622641509433965,0.6575342465753424
91104867,True,4.900742292404175,,cpu,0.6860778933779196,1.0,0.8615384615384616,0.0,0.1384615384615384
00836244,True,5.958547830581665,,cpu,0.532108213361106,0.8729281767955801,0.63125,0.1270718232044199,0.36875
0060091229,True,4.570095062255859,,cpu,0.6937647978087395,0.6666666666666666,0.22875816993464052,0.33333333333333337,0.7712418300653595
87125460,True,4.3846166133880615,,cpu,0.6815973964391406,0.5972222222222222,0.317351598173516,0.4027777777777778,0.682648401826484
92327794,True,4.244712591171265,,cpu,0.7725967208176587,0.5844155844155844,0.25892857142857145,0.4155844155844156,0.7410714285714286
12825369,True,5.763800621032715,,cpu,0.8124876893446058,0.6536585365853659,0.4033018867924528,0.3463414634146341,0.5966981132075472
0060036622,True,5.127721071243286,,cpu,0.865930033742327,0.6533333333333333,0.3194774346793349,0.3466666666666667,0.680522565320665
80707440_7443,True,5.5952675342559814,,cpu,0.6510161688573948,0.6480446927374302,0.3697813121272366,0.35195530726256985,0.6302186878727634
87086073,True,4.414344072341919,,cpu,0.5528972015146971,0.9285714285714286,0.5906593406593407,0.0714285714285714,0.40934065934065933
71190280,True,4.264734506607056,,cpu,0.684665668517985,0.8787878787878788,0.7124183006535948,0.12121212121212122,0.2875816993464052
01191071_1072,True,4.049065351486206,,cpu,0.7523607616394374,0.5833333333333334,0.47493403693931396,0.41666666666666663,0.525065963060686
0060029036,True,5.1721272468566895,,cpu,0.7765088351453534,0.7591240875912408,0.5902031063321386,0.24087591240875916,0.40979689366786143
82253362_3364,True,5.87640118598938,,cpu,0.5642345002431614,0.8377192982456141,0.5633223684210527,0.16228070175438591,0.43667763157894735
82251504,True,5.218594789505005,,cpu,0.5647114856803194,0.7072072072072072,0.2626034612490594,0.2927927927927928,0.7373965387509406
91974562,True,4.498284816741943,,cpu,0.7016924554044742,0.5981308411214953,0.27956989247311825,0.4018691588785047,0.7204301075268817
0001463448,True,4.861501455307007,,cpu,0.709778203107801,0.6528925619834711,0.2222222222222222,0.3471074380165289,0.7777777777777778
93106788,True,8.44774842262268,,cpu,0.32292610304076813,0.8585209003215434,0.5311224489795918,0.14147909967845662,0.4688775510204082
93455715,True,4.697330474853516,,cpu,0.8211845998141134,0.7272727272727273,0.4491844416562108,0.2727272727272727,0.5508155583437893
82253245_3247,True,5.586180686950684,,cpu,0.6378111458821722,0.6752136752136753,0.3588370313695486,0.32478632478632474,0.6411629686304514
12052385,True,4.022007465362549,,cpu,0.8024030107467772,0.8727272727272727,0.6523076923076923,0.12727272727272732,0.34769230769230774
0001485288,True,4.48187780380249,,cpu,0.7972016226254759,0.67,0.336734693877551,0.32999999999999996,0.6632653061224489
00838511_00838525,True,4.5898118019104,,cpu,0.4526470137648428,0.7213114754098361,0.41604010025062654,0.2786885245901639,0.5839598997493735
00866042,True,5.651636838912964,,cpu,0.5936835718111713,0.8290155440414507,0.6190476190476191,0.17098445595854928,0.38095238095238093
71202511,True,5.584444284439087,,cpu,0.7755864329747059,0.7276995305164319,0.5494252873563218,0.2723004694835681,0.4505747126436782
92657311_7313,True,4.580552339553833,,cpu,0.7314108188847736,0.6448598130841121,0.365625,0.3551401869158879,0.634375
0000971160,True,5.384060859680176,,cpu,0.6971867097820729,0.7586206896551724,0.30962343096234307,0.24137931034482762,0.6903765690376569
71366499,True,4.034196615219116,,cpu,0.5847452484240637,0.8169014084507042,0.6684073107049608,0.18309859154929575,0.33159268929503916
0001456787,True,5.432460784912109,,cpu,0.5066278324674737,0.874251497005988,0.5357142857142857,0.12574850299401197,0.4642857142857143
81619486_9488,True,5.220435619354248,,cpu,0.758547986811732,0.7077922077922078,0.47593582887700536,0.29220779220779225,0.5240641711229946
82092117,True,5.9284069538116455,,cpu,0.4405279192066263,0.6412556053811659,0.28178438661710037,0.3587443946188341,0.7182156133828996
91161344_91161347,True,6.696531772613525,,cpu,0.6234819729685949,0.9409448818897638,0.7157968970380818,0.05905511811023623,0.2842031029619182
80718412_8413,True,4.530690670013428,,cpu,0.6276023917111341,0.7710843373493976,0.45544554455445546,0.22891566265060237,0.5445544554455446
01197604,True,4.994523286819458,,cpu,0.33907624389089863,0.9263157894736842,0.5733558178752108,0.0736842105263158,0.42664418212478916
660978,True,4.459733486175537,,cpu,0.8074777496639165,0.6698113207547169,0.5591572123176661,0.33018867924528306,0.44084278768233387
71341634,True,6.765566110610962,,cpu,0.2955123151516954,0.9876543209876543,0.7741707833450953,0.012345679012345734,0.22582921665490474
82253058_3059,True,5.3924033641815186,,cpu,0.6913199292413567,0.6737967914438503,0.30409356725146197,0.3262032085561497,0.695906432748538
87672097,True,6.317308664321899,,cpu,0.5631107137213567,0.8737864077669902,0.5342592592592592,0.12621359223300976,0.4657407407407408
00920294,True,4.092968463897705,,cpu,0.7470351609211885,0.7717391304347826,0.6526104417670683,0.2282608695652174,0.3473895582329317
83553333_3334,True,6.401960372924805,,cpu,0.617222931923358,0.803921568627451,0.5621445978878961,0.196078431372549,0.43785540211210394
0060302201,True,6.018706798553467,,cpu,0.3823323830494908,0.8154761904761905,0.33689839572192515,0.18452380952380953,0.6631016042780749
0012529295,True,6.6805479526519775,,cpu,0.6592388860530877,0.9015748031496063,0.6538192011212334,0.09842519685039375,0.3461807988787666
87528380,True,9.739705085754395,,cpu,0.5136722994256017,0.8710462287104623,0.662755323772273,0.12895377128953767,0.337244676227727
0060262650,True,6.765130281448364,,cpu,0.5046506419132195,0.9466666666666667,0.6398963730569949,0.053333333333333344,0.36010362694300513
91356315,True,4.735985517501831,,cpu,0.6893913650854362,0.73,0.40404040404040403,0.27,0.595959595959596
0011976929,True,4.374197483062744,,cpu,0.7486065363507223,0.7875,0.3961456102783726,0.21250000000000002,0.6038543897216274
0011838621,True,5.932530164718628,,cpu,0.6701424669893217,0.8841463414634146,0.6377097729516288,0.11585365853658536,0.3622902270483712
80728670,True,6.140000343322754,,cpu,0.8892850761682014,0.5546218487394958,0.30289855072463767,0.4453781512605042,0.6971014492753623
00920222,True,6.573050260543823,,cpu,0.7034669201702749,0.7078651685393258,0.4678988326848249,0.2921348314606742,0.5321011673151751
91372360,True,7.19974684715271,,cpu,0.5832525654538435,0.7426470588235294,0.4496124031007752,0.25735294117647056,0.5503875968992248
0011505151,True,4.595938444137573,,cpu,0.7553418421422334,0.8387096774193549,0.6115384615384616,0.16129032258064513,0.3884615384615384
83641919_1921,True,6.042151689529419,,cpu,0.6011143235245648,0.8277511961722488,0.6014790468364831,0.1722488038277512,0.3985209531635169
00040534,True,6.2945497035980225,,cpu,0.6833102948893586,0.8598130841121495,0.6057046979865772,0.14018691588785048,0.3942953020134228
0060255888,True,4.92296576499939,,cpu,0.7116041842749228,0.6791044776119403,0.33775633293124246,0.32089552238805974,0.6622436670687575
81186212,True,4.39997935295105,,cpu,0.9236523888054419,0.45161290322580644,0.13286713286713286,0.5483870967741935,0.8671328671328671
0060214859,True,5.096221208572388,,cpu,0.7924676324530853,0.7368421052631579,0.4466571834992888,0.26315789473684215,0.5533428165007113
12603270,True,5.519134998321533,,cpu,0.7117946260200603,0.9333333333333333,0.7215447154471545,0.06666666666666665,0.2784552845528455
0060308251,True,3.723076581954956,,cpu,0.3485272560000742,0.9565217391304348,0.6519823788546255,0.04347826086956519,0.3480176211453745
01408099_01408101,True,5.433043479919434,,cpu,0.8231267269555285,0.8091603053435115,0.56865127582017,0.19083969465648853,0.43134872417982995
82254638,True,5.206599950790405,,cpu,0.5548585435881199,0.8489208633093526,0.5637019230769231,0.15107913669064743,0.43629807692307687
0001118259,True,4.242204904556274,,cpu,0.8454252675201774,0.7222222222222222,0.45397489539748953,0.2777777777777778,0.5460251046025104
83624198,True,5.328815937042236,,cpu,0.5667374218100508,0.7684210526315789,0.39473684210526316,0.2315789473684211,0.6052631578947368
0060207528,True,5.355950832366943,,cpu,0.5261795628310277,0.6534090909090909,0.37714285714285717,0.34659090909090906,0.6228571428571428
0011845203,True,5.079922914505005,,cpu,0.5623569100676464,0.8484848484848485,0.7062937062937062,0.1515151515151515,0.29370629370629375
0012947358,True,7.1654212474823,,cpu,0.5045332785667361,0.9027777777777778,0.6112347052280311,0.09722222222222221,0.38876529477196886
00283813,True,6.123049259185791,,cpu,0.8652479330224573,0.8303030303030303,0.6859099804305284,0.16969696969696968,0.3140900195694716
87332450,True,5.0323710441589355,,cpu,0.6766981661395306,0.6875,0.4695740365111562,0.3125,0.5304259634888437
87428306,True,6.024998188018799,,cpu,0.5775243036881833,0.6951871657754011,0.35315315315315315,0.3048128342245989,0.6468468468468469
91581919,True,5.752036094665527,,cpu,0.8666446866190637,0.4585987261146497,0.31508264462809915,0.5414012738853503,0.6849173553719008
91315069_91315070,True,4.06146240234375,,cpu,0.6536443603189243,0.5185185185185185,0.2950108459869848,0.4814814814814815,0.7049891540130152
82573104,True,4.739997386932373,,cpu,0.6403331798887985,0.6222222222222222,0.3001245330012453,0.37777777777777777,0.6998754669987547
86220490,True,3.9846761226654053,,cpu,0.8244862465588724,0.52,0.4095022624434389,0.48,0.5904977375565611
92586242,True,4.199904918670654,,cpu,0.6240997931540994,0.7037037037037037,0.402,0.2962962962962963,0.598
87093315_87093318,True,5.653033256530762,,cpu,0.673693204778733,0.9020618556701031,0.7174295774647887,0.09793814432989689,0.28257042253521125
0013255595,True,3.7089967727661133,,cpu,0.7859242884474053,0.7647058823529411,0.44155844155844154,0.23529411764705888,0.5584415584415585
91814768_91814769,True,7.70632266998291,,cpu,0.5855657395611378,0.7050561797752809,0.48413793103448277,0.2949438202247191,0.5158620689655172
93351929_93351931,True,4.76998496055603,,cpu,0.8223094419442475,0.8918918918918919,0.746971736204576,0.10810810810810811,0.253028263795424
